tenure,monthly_charges,total_charges,num_products,support_tickets,login_frequency,contract_type,payment_method,senior_citizen,tech_support,online_backup,churn
6,25.77,140.95,2,1,17,Two year,Bank transfer,0,No,No,0
32,59.1,1750.68,2,3,1,Month-to-month,Electronic check,0,No,Yes,0
41,43.42,1515.15,2,1,11,One year,Bank transfer,0,No,No,0
8,41.96,320.16,2,3,15,One year,Mailed check,0,Yes,Yes,0
72,115.99,7927.05,3,0,3,Two year,Electronic check,1,No,No,0
50,81.63,3492.78,3,1,24,Month-to-month,Credit card,0,No,No,0
62,75.69,4248.08,2,1,1,Month-to-month,Bank transfer,0,No,Yes,1
62,61.58,3805.95,3,4,27,Month-to-month,Mailed check,0,No,No,0
7,62.89,401.98,4,4,13,Two year,Electronic check,0,Yes,Yes,0
4,74.09,274.22,1,1,10,Two year,Mailed check,1,No,Yes,0
6,89.64,530.57,2,1,12,Two year,Credit card,0,No,Yes,0
58,90.21,5010.28,1,3,30,Two year,Bank transfer,1,No,Yes,0
22,37.17,766.48,1,1,27,Month-to-month,Credit card,0,Yes,Yes,0
26,70.01,1765.05,3,1,24,Month-to-month,Electronic check,0,No,No,0
3,61.2,179.86,3,2,6,Month-to-month,Bank transfer,0,No,Yes,0
41,107.05,4031.49,1,1,9,Month-to-month,Bank transfer,0,Yes,Yes,0
60,83.14,4595.64,3,2,23,Two year,Mailed check,0,Yes,Yes,0
14,73.25,931.06,3,0,0,Two year,Electronic check,0,No,Yes,0
12,31.54,376.59,4,1,28,Month-to-month,Bank transfer,0,No,No,0
12,80.56,922.81,1,1,20,One year,Bank transfer,0,Yes,Yes,0
13,31.72,355.65,4,0,24,Two year,Bank transfer,0,No,No,0
25,53.72,1315.39,2,1,27,Month-to-month,Bank transfer,0,No,Yes,0
45,34.28,1422.41,2,1,3,Month-to-month,Bank transfer,0,No,No,0
19,89.21,1458.22,1,0,17,Month-to-month,Bank transfer,0,Yes,Yes,0
55,40.63,2083.72,1,3,5,Month-to-month,Electronic check,0,No,No,0
45,59.19,2430.69,3,2,1,One year,Mailed check,0,Yes,No,0
8,109.57,860.49,2,2,2,Month-to-month,Bank transfer,1,Yes,Yes,1
53,40.43,1886.94,1,2,13,Month-to-month,Credit card,1,Yes,No,0
55,70.78,3791.57,1,1,7,Two year,Electronic check,0,No,No,0
32,61.93,1850.28,3,2,30,One year,Mailed check,0,Yes,Yes,0
51,21.81,954.58,1,2,15,Month-to-month,Electronic check,0,Yes,No,1
44,99.28,4349.87,3,3,18,Two year,Electronic check,0,Yes,No,0
70,26.9,1745.34,1,1,17,Month-to-month,Mailed check,1,No,No,1
18,67.43,1084.64,1,3,5,Month-to-month,Bank transfer,1,No,No,1
22,76.07,1540.34,2,1,13,Two year,Electronic check,1,No,Yes,0
37,82.84,2999.73,2,2,2,Month-to-month,Bank transfer,0,Yes,No,0
56,88.86,4457.32,2,1,15,One year,Credit card,1,Yes,No,0
59,45.33,2350.6,2,0,0,Month-to-month,Credit card,0,Yes,Yes,1
3,21.0,54.77,4,2,11,Month-to-month,Electronic check,0,No,No,0
28,92.34,2313.21,2,2,29,One year,Bank transfer,0,Yes,Yes,0
35,73.57,2490.0,1,0,30,Month-to-month,Mailed check,0,Yes,No,0
61,103.61,5819.3,2,3,30,One year,Electronic check,0,No,Yes,0
54,102.14,4876.43,3,0,13,One year,Bank transfer,0,Yes,Yes,0
63,104.33,5750.72,2,0,18,Two year,Bank transfer,0,Yes,No,0
7,68.51,431.57,1,2,21,One year,Electronic check,1,Yes,Yes,0
49,53.36,2591.08,3,4,18,Month-to-month,Credit card,0,Yes,Yes,0
31,99.16,2771.03,2,1,8,Two year,Credit card,0,No,Yes,1
58,65.13,3770.81,2,3,6,One year,Bank transfer,0,No,No,0
61,38.34,2158.15,1,3,13,One year,Bank transfer,0,Yes,No,0
24,105.5,2220.25,1,2,4,Two year,Mailed check,1,Yes,Yes,0
20,108.26,2129.84,2,1,17,One year,Bank transfer,0,No,No,0
37,66.63,2265.75,1,3,30,Month-to-month,Mailed check,0,No,Yes,0
4,27.57,105.48,2,4,8,One year,Credit card,1,Yes,No,0
20,58.78,1172.73,2,2,20,Month-to-month,Electronic check,1,No,Yes,1
60,100.35,5163.17,1,2,6,Month-to-month,Electronic check,0,Yes,Yes,0
24,110.18,2286.03,4,3,8,One year,Bank transfer,0,No,Yes,0
50,40.35,1932.9,3,0,3,Month-to-month,Electronic check,0,No,No,1
49,26.7,1167.36,3,1,24,Month-to-month,Mailed check,0,No,No,0
51,107.74,4822.43,1,1,16,Month-to-month,Mailed check,0,No,No,1
36,58.94,1816.09,1,1,11,One year,Credit card,1,Yes,Yes,0
66,74.18,4177.54,2,2,5,Month-to-month,Mailed check,0,No,No,0
34,116.81,3837.19,1,4,17,One year,Mailed check,0,No,No,0
36,26.66,835.15,4,2,7,Month-to-month,Electronic check,0,No,Yes,0
6,84.83,468.34,1,2,20,Month-to-month,Mailed check,0,Yes,Yes,0
39,27.41,1005.8,2,0,14,Month-to-month,Mailed check,1,No,Yes,1
42,57.55,2209.84,2,4,2,One year,Bank transfer,0,No,No,0
58,100.38,4972.41,2,2,1,Month-to-month,Electronic check,0,Yes,No,1
12,63.35,735.51,1,1,23,Two year,Electronic check,0,Yes,No,0
3,119.72,305.85,2,0,22,Two year,Mailed check,0,Yes,Yes,0
18,75.91,1317.58,1,2,8,Two year,Mailed check,1,No,Yes,0
40,52.12,2051.43,3,4,7,Two year,Mailed check,0,No,No,0
21,42.01,807.16,1,0,26,Month-to-month,Bank transfer,0,No,Yes,1
15,55.05,768.22,4,0,3,One year,Electronic check,0,Yes,No,1
26,57.25,1371.72,3,2,1,One year,Mailed check,0,No,No,0
8,26.87,195.27,1,0,13,One year,Bank transfer,0,No,Yes,0
42,56.96,2351.92,3,1,28,Two year,Electronic check,0,Yes,No,0
44,66.42,2875.98,1,2,1,One year,Bank transfer,1,Yes,No,0
14,92.27,1163.08,4,1,1,Two year,Mailed check,0,Yes,Yes,0
2,85.67,161.45,2,1,29,Month-to-month,Mailed check,0,No,No,1
37,90.88,3325.69,2,0,26,Two year,Credit card,1,Yes,Yes,0
69,20.84,1429.78,2,0,27,One year,Electronic check,0,Yes,No,0
38,41.77,1470.35,1,0,21,One year,Credit card,0,Yes,No,0
41,86.17,3243.0,4,0,6,Month-to-month,Bank transfer,1,No,No,1
62,68.4,3781.96,1,2,11,One year,Bank transfer,0,Yes,No,0
60,20.53,1224.2,3,5,5,Two year,Credit card,0,Yes,No,0
14,100.45,1225.48,2,2,17,Month-to-month,Credit card,0,No,Yes,1
2,97.28,182.3,4,1,3,One year,Bank transfer,0,No,Yes,0
70,74.84,4675.01,1,4,18,Month-to-month,Bank transfer,0,No,Yes,0
17,26.65,404.05,2,0,26,Two year,Mailed check,0,No,Yes,0
28,96.65,2464.66,2,1,12,Month-to-month,Mailed check,0,No,Yes,0
66,78.37,5171.48,3,0,19,Month-to-month,Electronic check,1,No,Yes,0
35,98.2,2949.79,1,2,20,Month-to-month,Electronic check,0,No,No,1
5,95.17,445.77,1,0,22,One year,Credit card,0,Yes,No,0
65,100.3,5622.32,1,0,29,Month-to-month,Electronic check,0,No,Yes,1
40,71.8,2507.77,3,4,24,One year,Electronic check,0,Yes,No,0
56,34.03,1745.48,1,3,30,Two year,Bank transfer,0,Yes,Yes,0
36,87.12,2906.02,2,2,26,Two year,Electronic check,1,No,No,0
45,82.05,3281.74,1,3,1,Month-to-month,Electronic check,0,No,No,0
23,94.23,1945.07,3,1,7,Two year,Bank transfer,0,No,Yes,0
47,36.99,1500.43,4,1,18,One year,Bank transfer,0,No,No,0
31,39.5,1096.52,2,0,8,Month-to-month,Bank transfer,0,No,Yes,0
11,109.04,1193.42,2,0,25,Month-to-month,Mailed check,0,No,Yes,0
10,95.0,942.12,1,1,27,Month-to-month,Mailed check,0,No,Yes,0
67,110.82,6684.17,1,1,3,Two year,Bank transfer,1,No,No,1
14,95.87,1255.78,1,0,30,Month-to-month,Mailed check,0,Yes,No,1
10,79.72,786.39,3,1,15,Month-to-month,Bank transfer,1,Yes,No,0
1,85.41,72.68,2,2,18,One year,Credit card,1,No,No,1
5,108.91,529.09,4,0,9,One year,Mailed check,1,Yes,Yes,0
20,77.88,1545.54,2,2,5,One year,Mailed check,0,Yes,No,0
8,83.24,575.15,3,1,15,One year,Electronic check,1,Yes,Yes,0
43,35.65,1340.13,2,2,9,Month-to-month,Bank transfer,0,Yes,Yes,0
1,67.39,66.99,2,1,12,Two year,Electronic check,0,No,No,0
57,91.64,4861.13,1,2,8,Month-to-month,Mailed check,0,No,Yes,0
64,47.09,2568.11,2,0,6,One year,Credit card,1,No,Yes,0
28,40.23,1001.01,2,1,3,One year,Mailed check,0,No,No,1
37,51.38,1744.21,3,1,18,Month-to-month,Electronic check,0,No,No,1
47,44.15,1979.47,4,4,25,Two year,Bank transfer,0,No,No,1
37,41.49,1473.68,2,1,3,Month-to-month,Electronic check,0,No,Yes,1
49,62.49,3059.91,1,2,18,Month-to-month,Bank transfer,0,No,Yes,1
44,110.78,4353.39,2,1,27,Two year,Bank transfer,1,Yes,No,0
56,70.71,3685.48,2,1,18,One year,Electronic check,0,Yes,No,0
28,38.79,1010.09,1,1,11,One year,Credit card,1,No,No,0
6,27.7,151.38,3,3,29,One year,Electronic check,0,No,No,0
61,89.62,4785.51,4,1,12,Two year,Credit card,1,No,No,0
20,58.28,1161.66,4,1,24,Month-to-month,Electronic check,0,No,Yes,0
2,102.18,199.86,1,0,3,Month-to-month,Electronic check,0,Yes,No,0
37,85.95,2940.84,3,1,24,Month-to-month,Electronic check,0,Yes,No,0
20,99.62,1873.83,3,1,27,Month-to-month,Electronic check,0,No,No,0
26,47.19,1084.72,2,2,30,One year,Bank transfer,1,Yes,Yes,0
29,89.24,2410.86,2,2,9,Month-to-month,Bank transfer,0,No,No,0
1,46.41,44.29,3,1,20,Month-to-month,Bank transfer,0,No,No,0
35,113.91,3696.91,2,3,6,Month-to-month,Electronic check,0,No,No,0
70,83.64,5846.27,2,0,29,One year,Mailed check,0,Yes,No,0
59,52.45,2914.14,2,0,4,Two year,Bank transfer,0,No,Yes,0
69,46.95,2933.89,2,1,16,Month-to-month,Mailed check,0,No,Yes,0
33,39.09,1245.88,1,3,17,One year,Bank transfer,0,No,Yes,0
51,89.46,3994.75,4,1,10,Month-to-month,Bank transfer,0,No,Yes,1
12,41.87,456.05,3,4,14,One year,Electronic check,1,No,No,0
20,79.53,1434.79,2,0,20,Month-to-month,Bank transfer,0,Yes,Yes,0
53,46.46,2252.51,1,1,21,Month-to-month,Bank transfer,0,No,No,0
43,86.2,3585.27,2,2,6,One year,Bank transfer,0,No,Yes,0
50,101.49,4681.87,1,0,17,Two year,Electronic check,0,Yes,Yes,0
29,97.8,2748.57,1,0,25,Month-to-month,Electronic check,0,Yes,Yes,0
57,96.09,5129.19,2,0,24,One year,Mailed check,1,Yes,No,0
39,38.77,1362.81,2,0,5,One year,Electronic check,0,No,Yes,0
56,28.84,1569.01,2,0,17,Two year,Electronic check,1,No,Yes,0
43,89.89,3423.64,1,1,15,Month-to-month,Credit card,0,Yes,No,0
50,56.83,2510.91,2,2,1,Month-to-month,Bank transfer,0,No,No,1
23,63.23,1346.2,1,3,18,Two year,Bank transfer,0,No,No,0
44,23.11,904.1,4,3,0,Month-to-month,Electronic check,1,Yes,Yes,0
38,45.96,1486.89,2,3,24,Month-to-month,Credit card,0,Yes,Yes,0
23,23.37,509.15,3,2,29,Month-to-month,Electronic check,0,Yes,No,0
45,107.92,4500.25,2,1,25,Two year,Bank transfer,0,No,No,0
52,44.34,2113.91,1,2,10,Month-to-month,Credit card,0,Yes,No,0
50,75.73,3767.74,4,1,19,Two year,Bank transfer,1,No,Yes,0
8,23.9,178.9,1,1,4,Month-to-month,Credit card,0,No,Yes,1
1,86.68,84.9,2,1,15,Month-to-month,Bank transfer,0,No,Yes,0
8,52.3,364.39,2,2,22,Month-to-month,Electronic check,0,Yes,No,0
29,109.79,2978.17,1,1,0,Month-to-month,Electronic check,0,No,Yes,0
5,108.81,533.28,3,0,18,One year,Electronic check,0,No,No,0
47,52.53,2314.52,2,0,13,One year,Electronic check,0,Yes,Yes,0
34,110.1,3585.06,1,2,2,Month-to-month,Bank transfer,0,Yes,No,0
65,119.62,7042.92,1,0,1,Month-to-month,Electronic check,0,No,Yes,1
55,102.54,4871.95,1,1,23,One year,Credit card,0,No,No,0
43,104.49,4127.72,3,1,4,Two year,Mailed check,0,Yes,Yes,0
30,44.9,1224.65,3,2,16,One year,Mailed check,0,No,No,0
17,77.67,1294.06,1,3,27,Two year,Credit card,0,No,No,0
26,26.73,616.17,1,1,17,Month-to-month,Electronic check,0,No,Yes,1
8,29.49,234.74,3,1,0,Two year,Bank transfer,0,Yes,No,0
47,119.89,5599.45,2,0,14,Month-to-month,Bank transfer,0,No,No,0
72,52.66,3363.63,2,4,21,Month-to-month,Electronic check,1,Yes,No,1
46,94.82,3935.18,2,0,8,Two year,Mailed check,0,No,No,0
68,100.67,6738.31,1,2,26,Two year,Mailed check,1,No,No,0
33,105.8,3473.92,3,0,22,One year,Bank transfer,1,Yes,Yes,0
1,119.76,109.76,4,0,4,Month-to-month,Bank transfer,0,No,Yes,0
19,44.15,753.41,1,4,27,Month-to-month,Mailed check,0,Yes,No,0
31,24.04,692.26,2,4,12,Month-to-month,Bank transfer,0,No,No,0
14,61.12,815.6,2,4,18,Two year,Electronic check,0,Yes,Yes,0
53,33.01,1558.87,2,1,27,Month-to-month,Bank transfer,1,No,No,1
48,22.24,1025.32,1,3,27,Two year,Credit card,0,Yes,Yes,0
69,56.04,3316.71,3,3,23,Month-to-month,Credit card,0,No,No,0
62,98.37,5229.2,2,0,9,Two year,Bank transfer,0,No,No,0
66,76.62,4591.4,2,0,19,Two year,Mailed check,1,No,No,0
64,51.28,2963.64,2,3,24,Month-to-month,Credit card,0,Yes,Yes,0
70,85.43,5366.21,1,1,20,Month-to-month,Mailed check,0,No,Yes,0
63,43.2,2513.81,1,4,13,Two year,Bank transfer,0,Yes,Yes,0
33,21.44,635.43,3,2,21,One year,Electronic check,0,No,No,0
41,96.44,3474.96,1,0,20,One year,Credit card,0,No,Yes,0
48,82.37,3544.23,3,0,25,One year,Bank transfer,0,No,No,0
13,96.23,1246.28,2,1,11,Month-to-month,Bank transfer,0,No,No,0
31,23.89,675.17,2,1,10,Two year,Electronic check,0,Yes,No,0
68,103.71,6464.87,2,1,22,Month-to-month,Bank transfer,0,No,No,0
4,81.95,306.98,2,1,6,Two year,Bank transfer,0,Yes,No,0
19,76.34,1446.84,1,0,16,Month-to-month,Bank transfer,0,No,Yes,0
70,82.46,5115.56,2,1,17,One year,Electronic check,0,No,No,0
13,106.44,1317.57,3,1,6,Month-to-month,Mailed check,0,No,No,0
23,78.69,1732.77,3,2,23,Month-to-month,Electronic check,0,No,Yes,0
1,78.1,73.5,1,0,19,Month-to-month,Mailed check,0,Yes,No,0
54,119.07,5550.74,2,3,5,One year,Electronic check,0,No,Yes,1
71,95.67,6463.34,1,3,10,One year,Electronic check,0,Yes,Yes,0
15,64.23,828.2,1,0,11,Two year,Electronic check,0,No,No,0
65,90.74,5540.8,1,2,25,Month-to-month,Electronic check,0,No,No,1
71,58.92,4019.91,3,5,15,One year,Electronic check,0,Yes,No,0
15,42.89,567.21,1,2,18,One year,Credit card,0,Yes,No,0
21,79.69,1633.73,1,0,22,Month-to-month,Mailed check,0,Yes,No,0
19,112.82,1831.8,1,3,26,Month-to-month,Mailed check,1,No,No,0
60,112.91,6615.88,1,0,18,Month-to-month,Mailed check,0,Yes,No,0
33,54.19,1643.51,2,1,10,Month-to-month,Bank transfer,0,No,No,0
49,72.77,3147.25,1,2,15,Month-to-month,Credit card,1,No,Yes,0
35,41.16,1253.42,1,0,22,One year,Electronic check,0,Yes,Yes,0
44,119.56,5223.79,2,1,27,Month-to-month,Electronic check,1,No,Yes,0
11,118.11,1118.49,2,2,26,One year,Credit card,0,No,No,1
72,84.95,5381.6,3,1,11,Two year,Mailed check,0,Yes,No,0
66,100.44,5980.54,2,0,26,One year,Electronic check,0,No,No,0
46,91.51,3969.67,1,1,7,One year,Electronic check,0,Yes,Yes,0
9,79.32,665.14,3,3,2,Month-to-month,Electronic check,0,Yes,No,1
3,25.33,66.02,1,3,1,Two year,Credit card,0,No,Yes,0
26,65.48,1521.1,2,0,27,Month-to-month,Electronic check,0,No,Yes,0
72,87.48,5579.34,2,5,5,One year,Credit card,1,No,No,0
48,87.75,3715.12,1,4,15,Two year,Credit card,0,No,No,1
66,57.31,3448.36,2,2,19,One year,Bank transfer,0,No,No,0
70,114.17,7637.1,3,0,23,One year,Electronic check,0,Yes,Yes,0
28,36.74,907.97,4,1,28,Month-to-month,Electronic check,0,Yes,Yes,0
26,70.04,1648.04,2,0,14,Month-to-month,Mailed check,0,Yes,No,0
25,89.09,2023.76,2,1,13,One year,Mailed check,0,No,Yes,0
12,89.71,1072.72,1,1,1,Month-to-month,Bank transfer,0,No,Yes,1
5,84.86,421.41,1,3,19,One year,Mailed check,0,Yes,Yes,0
48,47.53,2213.04,2,1,17,Month-to-month,Credit card,1,Yes,No,0
37,35.62,1168.02,2,0,13,Two year,Mailed check,0,No,No,0
44,83.59,3163.8,4,1,17,Month-to-month,Bank transfer,0,Yes,No,0
15,79.93,1076.1,2,2,1,One year,Credit card,0,No,No,0
43,37.94,1452.0,2,0,0,One year,Electronic check,0,No,No,0
48,90.51,4022.51,2,2,19,Month-to-month,Electronic check,0,No,No,0
70,65.52,4433.49,3,0,1,Month-to-month,Electronic check,0,Yes,No,1
46,86.78,3907.05,3,1,8,Month-to-month,Electronic check,1,No,No,0
43,103.74,4357.01,2,1,8,Month-to-month,Mailed check,0,Yes,Yes,0
21,36.97,701.8,2,3,15,Month-to-month,Electronic check,0,No,No,1
23,21.91,480.29,3,1,10,Month-to-month,Mailed check,0,Yes,Yes,0
47,97.91,4127.44,1,1,26,One year,Credit card,0,No,Yes,0
15,80.97,1043.46,3,2,22,Month-to-month,Electronic check,0,No,No,0
25,89.96,2148.32,2,4,5,Two year,Mailed check,0,Yes,Yes,0
36,103.82,3182.4,2,2,11,One year,Electronic check,0,No,No,0
51,100.28,4661.04,2,1,2,Month-to-month,Electronic check,0,No,No,1
15,116.09,1566.18,3,1,29,Month-to-month,Mailed check,0,Yes,Yes,1
68,73.59,4773.96,1,0,11,Two year,Credit card,0,Yes,No,0
21,68.85,1395.15,3,2,29,Month-to-month,Mailed check,0,No,No,0
13,60.19,700.79,2,2,30,One year,Electronic check,0,No,Yes,0
19,35.37,653.04,2,2,22,One year,Mailed check,0,No,No,0
34,77.26,2348.62,1,1,0,Month-to-month,Electronic check,0,No,No,0
68,47.7,2974.22,2,2,8,Two year,Electronic check,0,No,Yes,0
52,112.13,5592.01,2,2,19,Month-to-month,Bank transfer,0,No,Yes,0
27,78.32,2017.24,2,2,21,Month-to-month,Electronic check,0,No,Yes,0
29,79.28,2294.76,3,1,5,Two year,Mailed check,1,Yes,Yes,0
28,55.49,1373.14,2,3,10,One year,Bank transfer,0,No,Yes,0
35,25.2,837.32,4,3,2,Two year,Mailed check,1,Yes,No,0
8,23.17,174.51,2,1,3,One year,Electronic check,0,Yes,Yes,0
16,62.33,984.58,3,3,28,One year,Credit card,0,No,No,0
36,28.46,894.91,1,2,26,Two year,Mailed check,0,No,Yes,0
30,80.68,2330.29,2,4,9,Month-to-month,Bank transfer,0,Yes,No,1
18,108.1,1819.79,2,2,18,One year,Electronic check,1,Yes,No,0
2,108.29,193.02,2,3,28,One year,Mailed check,0,No,No,0
49,85.9,3877.28,3,1,5,Month-to-month,Mailed check,0,No,No,0
4,41.12,148.04,1,3,0,One year,Electronic check,0,No,Yes,0
7,106.3,697.15,1,1,7,Month-to-month,Electronic check,0,No,No,0
39,108.61,4165.26,3,3,7,One year,Mailed check,0,Yes,Yes,0
13,39.67,482.39,1,0,24,One year,Credit card,0,Yes,Yes,0
31,93.74,2745.41,3,0,5,Two year,Bank transfer,0,Yes,Yes,0
71,48.65,3204.8,2,1,16,Month-to-month,Electronic check,1,Yes,No,1
63,100.26,5417.4,3,2,18,One year,Bank transfer,0,No,Yes,0
56,119.72,5932.85,1,1,30,Month-to-month,Credit card,0,Yes,No,1
42,23.0,892.39,1,0,0,One year,Bank transfer,0,Yes,No,0
61,109.74,6001.53,2,2,14,One year,Electronic check,1,No,No,0
42,82.26,3030.88,4,0,12,One year,Credit card,0,No,Yes,0
56,117.34,6082.29,2,3,30,Two year,Electronic check,0,No,Yes,0
36,66.5,2150.82,2,2,20,Two year,Mailed check,1,No,Yes,0
68,104.74,6329.72,2,2,2,Month-to-month,Mailed check,0,Yes,Yes,0
7,26.24,168.91,4,1,29,Month-to-month,Credit card,0,No,No,0
54,53.53,2514.82,3,0,1,One year,Credit card,0,Yes,No,0
1,26.7,26.41,4,0,2,Month-to-month,Credit card,1,No,No,1
44,117.53,5068.7,1,1,8,Month-to-month,Electronic check,1,No,No,1
45,101.7,4375.79,1,2,26,One year,Credit card,0,No,No,0
47,105.25,4283.55,2,4,15,Month-to-month,Electronic check,0,No,Yes,1
13,113.8,1429.66,3,3,23,Month-to-month,Electronic check,0,No,No,1
22,28.51,609.15,1,3,12,Two year,Mailed check,0,No,Yes,0
21,58.56,1186.92,1,2,18,Month-to-month,Mailed check,1,Yes,No,0
9,27.1,211.48,3,1,26,Month-to-month,Bank transfer,1,No,No,1
26,41.08,1011.03,1,0,17,Month-to-month,Mailed check,0,Yes,No,0
9,42.94,376.86,2,2,20,Two year,Credit card,0,No,No,0
15,66.91,940.02,2,0,11,Two year,Electronic check,0,Yes,No,0
10,46.86,443.75,2,4,27,One year,Electronic check,0,Yes,No,0
42,30.1,1161.49,3,2,28,Month-to-month,Credit card,0,No,No,0
72,36.75,2458.94,2,0,11,Two year,Electronic check,0,Yes,No,0
24,34.73,712.79,2,0,0,One year,Bank transfer,0,No,Yes,0
49,117.31,5436.89,2,1,19,Two year,Bank transfer,0,Yes,Yes,0
26,95.93,2150.52,2,1,7,One year,Mailed check,0,No,No,0
37,116.78,3954.68,2,2,16,Month-to-month,Bank transfer,1,No,No,1
68,63.97,3888.42,1,0,20,Month-to-month,Electronic check,1,No,No,1
50,47.84,2228.9,1,0,27,Month-to-month,Credit card,0,Yes,Yes,0
24,99.83,2084.48,1,1,19,Month-to-month,Electronic check,0,Yes,Yes,0
19,52.63,953.72,1,2,21,One year,Mailed check,0,No,Yes,0
60,49.94,2904.27,2,1,6,Two year,Electronic check,1,Yes,No,0
39,43.25,1475.07,3,3,8,One year,Mailed check,0,Yes,Yes,0
18,32.97,513.73,3,1,16,Month-to-month,Bank transfer,0,No,Yes,1
19,45.65,756.18,3,1,26,Month-to-month,Credit card,0,No,No,1
36,55.53,1962.24,2,3,9,Month-to-month,Bank transfer,1,Yes,No,0
55,87.4,4466.8,2,2,3,Month-to-month,Mailed check,0,Yes,Yes,0
69,26.26,1667.15,2,2,21,Month-to-month,Credit card,0,Yes,No,0
47,41.05,1670.83,1,1,25,One year,Mailed check,0,No,No,0
49,100.9,4684.21,1,3,6,Month-to-month,Bank transfer,1,Yes,No,0
33,34.69,1122.1,2,2,6,Two year,Bank transfer,0,No,No,0
21,54.26,1110.09,4,2,7,Month-to-month,Mailed check,0,Yes,No,0
22,106.47,2210.95,1,2,29,Two year,Credit card,0,Yes,Yes,0
48,35.49,1467.23,1,1,25,One year,Electronic check,0,No,Yes,0
37,28.27,906.73,3,2,23,Month-to-month,Bank transfer,0,Yes,No,1
15,68.45,880.33,1,1,23,One year,Bank transfer,0,No,No,0
35,50.24,1562.55,3,0,7,One year,Credit card,0,No,Yes,0
71,76.34,4717.41,3,2,15,One year,Credit card,1,Yes,Yes,0
32,100.38,2855.63,4,1,11,One year,Mailed check,0,No,No,0
11,33.71,336.61,2,4,14,Month-to-month,Bank transfer,0,Yes,Yes,1
10,78.07,774.02,3,2,7,One year,Mailed check,0,Yes,No,0
57,70.55,3786.33,2,1,21,Two year,Mailed check,0,Yes,Yes,0
25,34.41,838.96,2,0,8,Month-to-month,Credit card,1,No,No,1
2,82.4,157.64,2,0,2,Month-to-month,Credit card,0,Yes,Yes,0
64,47.36,2627.53,1,2,21,Two year,Credit card,0,No,Yes,0
35,68.78,2311.94,2,1,20,Month-to-month,Electronic check,0,No,Yes,0
7,28.23,176.12,2,1,30,One year,Credit card,0,Yes,No,0
18,65.96,1123.01,3,2,15,One year,Credit card,0,No,Yes,0
67,50.65,3058.08,3,0,14,One year,Mailed check,0,No,No,0
42,102.24,4292.58,3,4,23,Month-to-month,Mailed check,1,No,No,0
39,25.7,891.58,1,1,3,Month-to-month,Bank transfer,0,No,No,0
41,61.86,2262.01,3,0,19,Month-to-month,Bank transfer,0,No,Yes,0
24,65.84,1563.73,2,2,28,One year,Credit card,0,Yes,No,0
60,92.5,4738.02,3,0,30,One year,Mailed check,1,No,No,0
46,77.43,3399.73,4,0,15,One year,Bank transfer,0,No,Yes,0
19,86.72,1579.79,1,0,9,One year,Bank transfer,0,No,No,0
68,97.7,6480.54,3,0,10,Month-to-month,Mailed check,0,No,No,0
42,106.22,4444.14,1,4,25,Month-to-month,Credit card,1,No,No,0
32,51.39,1638.46,2,2,28,Two year,Mailed check,0,No,Yes,0
39,73.8,2474.65,2,4,4,Month-to-month,Mailed check,0,No,No,1
36,104.01,3644.3,1,1,10,Month-to-month,Electronic check,0,Yes,Yes,1
36,118.95,4055.01,3,2,28,Month-to-month,Mailed check,1,No,Yes,0
3,108.95,309.56,1,1,12,Month-to-month,Bank transfer,0,Yes,Yes,0
8,57.15,397.42,1,0,14,Month-to-month,Credit card,1,No,Yes,1
70,39.52,2621.24,2,1,5,Two year,Electronic check,0,Yes,No,0
41,68.94,2819.11,3,2,15,Two year,Mailed check,0,Yes,No,0
68,94.16,6318.19,4,2,14,Two year,Electronic check,0,Yes,Yes,0
13,69.26,824.63,3,2,10,Two year,Bank transfer,0,No,Yes,0
49,68.32,2865.59,3,1,19,Two year,Credit card,0,Yes,Yes,0
60,103.82,5633.34,2,1,1,One year,Bank transfer,0,No,No,0
2,56.14,109.36,1,2,27,Month-to-month,Bank transfer,0,Yes,No,1
60,105.98,6074.08,1,0,27,One year,Bank transfer,0,No,Yes,0
5,60.68,278.79,2,0,29,Month-to-month,Electronic check,0,Yes,No,1
44,52.82,1994.68,3,1,1,Month-to-month,Bank transfer,0,Yes,Yes,0
27,65.4,1614.0,2,2,11,Month-to-month,Bank transfer,1,No,No,0
32,96.24,2834.4,3,3,15,One year,Bank transfer,0,No,No,0
21,32.6,677.26,2,2,18,Month-to-month,Credit card,0,Yes,Yes,0
8,39.64,300.05,1,1,1,Month-to-month,Bank transfer,0,No,No,1
72,115.14,7434.11,1,2,16,Month-to-month,Bank transfer,0,No,Yes,0
50,37.55,1743.82,3,1,13,Two year,Credit card,0,Yes,Yes,0
67,76.77,4423.02,3,3,23,One year,Credit card,1,Yes,No,0
44,77.93,3414.81,3,1,27,Two year,Bank transfer,1,No,No,0
58,68.96,3615.75,1,0,15,Month-to-month,Electronic check,0,Yes,No,0
3,84.47,233.56,4,1,4,Month-to-month,Mailed check,0,No,No,1
70,42.98,2717.65,1,0,9,One year,Bank transfer,0,No,No,0
2,75.27,143.37,1,3,16,Month-to-month,Electronic check,0,No,Yes,1
44,57.22,2390.12,4,1,12,One year,Electronic check,0,No,Yes,0
2,86.17,164.98,1,2,15,One year,Electronic check,0,No,No,0
35,34.12,1063.1,3,1,8,One year,Bank transfer,0,Yes,No,0
30,77.09,2075.3,1,4,23,Two year,Mailed check,0,No,Yes,1
8,38.53,267.8,2,0,3,Month-to-month,Mailed check,0,No,No,0
